"","artist","title","price","classification","url"
"143","Robin Birrell","Salt Lake City Temple","-No info-","-No info-","https://render.fineartamerica.com/images/rendered/search/print/images/artworkimages/medium/1/salt-lake-city-temple-robin-birrell.jpg"
"144","Sam Davis Johnson","Glit","-No info-","-No info-","https://render.fineartamerica.com/images/rendered/search/print/images-medium-5/glit-sam-davis-johnson.jpg"
"145","Karen Koch","Garden Gate","$22","Mixed Media","https://render.fineartamerica.com/images/rendered/search/print/images-medium-5/garden-gate-karen-koch.jpg"
"146","Marvin Blaine","Cool Cat Art Collection","$37","Mixed Media","https://render.fineartamerica.com/images/rendered/search/print/images/artworkimages/medium/1/3-cool-cat-art-collection-marvin-blaine.jpg"
"147","Tom Druin","Aswirl","$28","Mixed Media","https://render.fineartamerica.com/images/rendered/search/print/images/artworkimages/medium/1/aswirl-tom-druin.jpg"
"148","Russell Pierce","Tipsy The Clown","$42","Mixed Media","https://render.fineartamerica.com/images/rendered/search/print/images/artworkimages/medium/1/tipsy-the-clown-russell-pierce.jpg"
"149","John DiSanza","Art For The 21st Century","$22","Print","https://render.fineartamerica.com/images/rendered/search/print/images-medium-5/art-for-the-21st-century-john-disanza.jpg"
"150","Pamela Johnson","Beautiful Vatican City Flag","$800","Original","https://render.fineartamerica.com/images/rendered/search/print/images-medium-5/beautiful-vatican-city-flag-pamela-johnson.jpg"
"151","Ping Yan","Plum","$27","Mixed Media","https://render.fineartamerica.com/images/rendered/search/print/images-medium-5/2-plum-ping-yan.jpg"
"152","Amitabh Dayal","Whit Lily In Dark","$22","Mixed Media","https://render.fineartamerica.com/images/rendered/search/print/images/artworkimages/medium/1/whit-lily-in-dark-amitabh-dayal.jpg"
"153","Patti Schulze","Ring Of Life","$42","Mixed Media","https://render.fineartamerica.com/images/rendered/search/print/images/artworkimages/medium/1/ring-of-life-patti-schulze.jpg"
"154","G Berry","Fox Sound Asleep","$27","Mixed Media","https://render.fineartamerica.com/images/rendered/search/print/images/artworkimages/medium/1/fox-sound-asleep-g-berry.jpg"
"155","Studio Grafiikka","Canadian Pacific Airlines - Straight To The Point - Retro Travel Poster - Vintage Poster","$22","Mixed Media","https://render.fineartamerica.com/images/rendered/search/print/images/artworkimages/medium/1/canadian-pacific-airlines-straight-to-the-point-retro-travel-poster-vintage-poster-studio-grafiikka.jpg"
