"","title","artist","price","classification","url"
"2700","The Defiant","David Willicome","$55","Painting","https://render.fineartamerica.com/images/rendered/search/print/images/artworkimages/medium/1/the-defiant-david-willicome.jpg"
"2701","One Breath","Laura Brightwood","$1,000","Original","https://render.fineartamerica.com/images/rendered/search/print/images/artworkimages/medium/1/one-breath-laura-brightwood.jpg"
"2702","Vorspiel The Creeping Skeleton","Annie Dunn","$22","Painting","https://render.fineartamerica.com/images/rendered/search/print/images/artworkimages/medium/1/vorspiel-the-creeping-skeleton-annie-dunn.jpg"
"2703","Puffy","Arleana Holtzmann","$24","Painting","https://render.fineartamerica.com/images/rendered/search/print/images/artworkimages/medium/1/puffy-arleana-holtzmann.jpg"
"2704","Peggys Cove","Raymond Edmonds","$22","Painting","https://render.fineartamerica.com/images/rendered/search/print/images/artworkimages/medium/1/peggys-cove-raymond-edmonds.jpg"
"2705","Duality","Patricia Ariel","$24","Painting","https://render.fineartamerica.com/images/rendered/search/print/images-medium-5/duality-patricia-ariel.jpg"
"2706","Woman Portrait Sketch","Svetlana Novikova","$22","Painting","https://render.fineartamerica.com/images/rendered/search/print/images/artworkimages/medium/1/woman-portrait-sketch-svetlana-novikova.jpg"
"2707","African Queens","Jennifer Baird","$775","Original","https://render.fineartamerica.com/images/rendered/search/print/images/artworkimages/medium/1/african-queens-jennifer-baird.jpg"
"2708","Johnnie Walker","Mary Helmreich","$22","Painting","https://render.fineartamerica.com/images/rendered/search/print/images-medium-5/johnnie-walker-mary-helmreich.jpg"
"2709","Prairie Dog","James W Johnson","$25","Painting","https://render.fineartamerica.com/images/rendered/search/print/images-medium-5/prairie-dog-james-w-johnson.jpg"
"2710","Appalachian Blackberry Patch Rustic Country Farm Folk Art Landscape - Rural Americana - Peaceful","Walt Curlee","$17","Painting","https://render.fineartamerica.com/images/rendered/search/print/images-medium-5/-appalachian-blackberry-patch-rustic-country-farm-folk-art-landscape-rural-americana-peaceful-walt-curlee.jpg"
"2711","Man's Best Friend","Lance Headlee","$24","Painting","https://render.fineartamerica.com/images/rendered/search/print/images-medium-5/mans-best-friend-lance-headlee.jpg"
"2712","Whimsical Colorful French Bulldog","Svetlana Novikova","$43","Painting","https://render.fineartamerica.com/images/rendered/search/print/images-medium-5/whimsical-colorful-french-bulldog-svetlana-novikova.jpg"
"2713","Dashing Through The Snow","David Mittner","$1,200","Original","https://render.fineartamerica.com/images/rendered/search/print/images-medium-5/dashing-through-the-snow-david-mittner.jpg"
"2714","Funny Pet Print With A Tipsy Kitty","Regina Femrite","$1,299","Original","https://render.fineartamerica.com/images/rendered/search/print/images/artworkimages/medium/1/funny-pet-print-with-a-tipsy-kitty-gina-femrite.jpg"
"2715","Spirit Tracker","Kimberly Kirk","$27","Painting","https://render.fineartamerica.com/images/rendered/search/print/images/artworkimages/medium/1/spirit-tracker-kimberly-kirk.jpg"
"2716","Pete's Angel","Konrad Geel","$4,800","Original","https://render.fineartamerica.com/images/rendered/search/print/images-medium-5/petes-angel-konrad-geel.jpg"
"2717","Joyful Spirit","Lorraine Lawson","$24","Print","https://render.fineartamerica.com/images/rendered/search/print/images/artworkimages/medium/1/joyful-spirit-lorraine-lawson.jpg"
"2718","The White Wooden Shoes","Christa Eppinghaus","$6,000","Original","https://render.fineartamerica.com/images/rendered/search/print/images/artworkimages/medium/1/the-white-wooden-shoes-christa-johnston.jpg"
"2719","Snow Leopard Cub","Jurek Zamoyski","$22","Painting","https://render.fineartamerica.com/images/rendered/search/print/images-medium-5/snow-leopard-cub-jurek-zamoyski.jpg"
"2720","Summer Quintet","Marc Dmytryshyn","$22","Print","https://render.fineartamerica.com/images/rendered/search/print/images/artworkimages/medium/1/summer-quintet-marc-dmytryshyn.jpg"
"2721","Devil's Stairway","Paul Walsh","$5,000","Original","https://render.fineartamerica.com/images/rendered/search/print/images/artworkimages/medium/1/devils-stairway-paul-walsh.jpg"
"2722","Pear And Figs","Clinton Hobart","$17","Painting","https://render.fineartamerica.com/images/rendered/search/print/images-medium-5/pear-and-figs-clinton-hobart.jpg"
"2723","The Mermaids Friend","John Silver","$20","Painting","https://render.fineartamerica.com/images/rendered/search/print/images-medium-5/the-mermaids-friend-john-silver.jpg"
"2724","Moonlight Over Port Of Spain","Karin  Dawn Kelshall- Best","$27","Print","https://render.fineartamerica.com/images/rendered/search/print/images/artworkimages/medium/1/moonlight-over-port-of-spain-karin-best.jpg"
"2725","Dandelion","David Junod","$1,000","Original","https://render.fineartamerica.com/images/rendered/search/print/images/artworkimages/medium/1/dandelion-david-junod.jpg"
"2726","Afternoon Shadows","Michael Wicksted","$22","Painting","https://render.fineartamerica.com/images/rendered/search/print/images-medium-5/afternoon-shadows-michael-wicksted.jpg"
"2727","Enso","Julie Niemela","$29","Painting","https://render.fineartamerica.com/images/rendered/search/print/images/artworkimages/medium/1/enso-julie-niemela.jpg"
"2728","Cbs Sunday Morning Sun Art","Linda Apple","$24","Painting","https://render.fineartamerica.com/images/rendered/search/print/images/artworkimages/medium/1/cbs-sunday-morning-sun-art-linda-apple.jpg"
"2729","Bleu Cheese And Beer","Timothy Jones","$27","Painting","https://render.fineartamerica.com/images/rendered/search/print/images/artworkimages/medium/1/bleu-cheese-and-beer-timothy-jones.jpg"
"2730","Grunt","Pat Saunders-White","$27","Painting","https://render.fineartamerica.com/images/rendered/search/print/images-medium-5/grunt-pat-saunders-white---.jpg"
"2731","One Thousand Sins","David Bollt","$49","Painting","https://render.fineartamerica.com/images/rendered/search/print/images/artworkimages/medium/1/one-thousand-sins-david-bollt.jpg"
"2732","Tuscan Pines And South Bay","Gary Coleman","$28","Painting","https://render.fineartamerica.com/images/rendered/search/print/images/artworkimages/medium/1/tuscan-pines-and-south-bay-gary-coleman.jpg"
"2733","King Kong Plane Swatter","Martin Davey","$22","Painting","https://render.fineartamerica.com/images/rendered/search/print/images-medium-5/king-kong-plane-swatter-martin-davey.jpg"
"2734","Bird In The Hand","June Walker","$27","Painting","https://render.fineartamerica.com/images/rendered/search/print/images-medium-5/bird-in-the-hand-june-walker.jpg"
"2735","Circle Motif 117","John F Metcalf","$27","Painting","https://render.fineartamerica.com/images/rendered/search/print/images-medium-5/circle-motif-117-john-f-metcalf.jpg"
"2736","Titania 2","Loretta Fasan","$22","Painting","https://render.fineartamerica.com/images/rendered/search/print/images/artworkimages/medium/1/titania-2-loretta-fasan.jpg"
"2737","Alien Ice Cream","Martin Davey","$27","Painting","https://render.fineartamerica.com/images/rendered/search/print/images-medium-5/alien-ice-cream-martin-davey.jpg"
"2738","Uphill Climb Revisited.","Gary Coleman","$27","Painting","https://render.fineartamerica.com/images/rendered/search/print/images/artworkimages/medium/1/uphill-climb-revisited-gary-coleman.jpg"
"2739","Asphyxiation By Oil Dependency","Tai Taeoalii","$320","Original","https://render.fineartamerica.com/images/rendered/search/print/images/artworkimages/medium/1/asphyxiation-by-oil-dependency-iosua-tai-taeoalii.jpg"
"2740","Metro","Gordon Beck","$24","Painting","https://render.fineartamerica.com/images/rendered/search/print/images/artworkimages/medium/1/metro-gordon-beck.jpg"
"2741","64 Impala Lowrider","MOTORVATE STUDIO Colin Tresadern","$2,000","Original","https://render.fineartamerica.com/images/rendered/search/print/images/artworkimages/medium/1/64-impala-lowrider-colin-tresadern.jpg"
"2742","Fog Comes In","Gary Coleman","$27","Painting","https://render.fineartamerica.com/images/rendered/search/print/images/artworkimages/medium/1/fog-comes-in-gary-coleman.jpg"
"2743","Heart Of Gold 1","Shannon Grissom","$32","Painting","https://render.fineartamerica.com/images/rendered/search/print/images/artworkimages/medium/1/heart-of-gold-1-shannon-grissom.jpg"
"2744","Guardian","Jerry LoFaro","$22","Painting","https://render.fineartamerica.com/images/rendered/search/print/images/artworkimages/medium/1/guardian-jerry-lofaro.jpg"
"2745","Rainy Day Galoshes","Guenevere Schwien","$22","Painting","https://render.fineartamerica.com/images/rendered/search/print/images-medium-5/1-rainy-day-galoshes-guenevere-schwien.jpg"
"2746","Eye-catching Jaguar","Barbara Keith","$17","Painting","https://render.fineartamerica.com/images/rendered/search/print/images/artworkimages/medium/1/eye-catching-jaguar-barbara-keith.jpg"
"2747","Jazz B B King 06","Yuriy Shevchuk","$27","Painting","https://render.fineartamerica.com/images/rendered/search/print/images/artworkimages/medium/1/jazz-b-b-king-06-yuriy-shevchuk.jpg"
"2748","Shapes And Colors","Ken McBride","$27","Painting","https://render.fineartamerica.com/images/rendered/search/print/images/artworkimages/medium/1/shapes-and-colors-ken-mcbride.jpg"
"2749","Suburbias Daily Beat","Regina Valluzzi","$27","Painting","https://render.fineartamerica.com/images/rendered/search/print/images-medium-5/suburbias-daily-beat-regina-valluzzi.jpg"
"2750","Samantha's Chocolate Tree","Debbie Horton","$22","Painting","https://render.fineartamerica.com/images/rendered/search/print/images/artworkimages/medium/1/samanthas-chocolate-tree-debbie-horton.jpg"
"2751","Prague Novy Svet Kapucinska Str","Yuriy Shevchuk","$27","Painting","https://render.fineartamerica.com/images/rendered/search/print/images/artworkimages/medium/1/prague-novy-svet-kapucinska-str-yuriy-shevchuk.jpg"
"2752","Victory For Vraciu","Marc Stewart","$1,800","Original","https://render.fineartamerica.com/images/rendered/search/print/images/artworkimages/medium/1/victory-for-vraciu-marc-stewart.jpg"
"2753","The Chase","Marc Stewart","$12,500","Original","https://render.fineartamerica.com/images/rendered/search/print/images/artworkimages/medium/1/the-chase-marc-stewart.jpg"
"2754","Germany Ulm Fischer Viertel Schwor-haus","Yuriy Shevchuk","$27","Painting","https://render.fineartamerica.com/images/rendered/search/print/images/artworkimages/medium/1/germany-ulm-fischer-viertel-schwor-haus-yuriy-shevchuk.jpg"
"2755","Flying Dog Farm","Robert Tarr","$22","Painting","https://render.fineartamerica.com/images/rendered/search/print/images/artworkimages/medium/1/flying-dog-farm-robert-tarr.jpg"
"2756","Wgc Courageous Lord","Jeanne Newton Schoborg","$24","Painting","https://render.fineartamerica.com/images/rendered/search/print/images-medium-5/wgc-courageous-lord-jeanne-newton-schoborg.jpg"
"2757","Amaryllis","Lawrence Preston","$41","Painting","https://render.fineartamerica.com/images/rendered/search/print/images-medium-5/amaryllis-larry-preston.jpg"
"2758","Lakester At Dawn","Ruben Duran","$14","Painting","https://render.fineartamerica.com/images/rendered/search/print/images-medium-5/lakester-at-dawn-ruben-duran.jpg"
"2759","The Butterfly Effect","Ramneek Narang","$27","Painting","https://render.fineartamerica.com/images/rendered/search/print/images/artworkimages/medium/1/the-butterfly-effect-ramneek-narang.jpg"
"2760","The Key To Success","Carrie Jackson","$22","Painting","https://render.fineartamerica.com/images/rendered/search/print/images/artworkimages/medium/1/the-key-to-success-carrie-jackson.jpg"
"2761","Sexy Sax","Susanne Clark","$32","Painting","https://render.fineartamerica.com/images/rendered/search/print/images-medium-5/sexy-sax-susanne-clark.jpg"
"2762","Why Real Men Want To Be Cowboys","Frances Marino","$1,800","Original","https://render.fineartamerica.com/images/rendered/search/print/images/artworkimages/medium/1/why-real-men-want-to-be-cowboys-frances-marino.jpg"
"2763","Oregon Inlet","Arlissa Vaughn","$42","Painting","https://render.fineartamerica.com/images/rendered/search/print/images-medium-5/oregon-inlet-arlissa-vaughn.jpg"
"2764","Eventide","Tim Johnson","$22","Painting","https://render.fineartamerica.com/images/rendered/search/print/images/artworkimages/medium/1/eventide-tim-johnson.jpg"
"2765","Medicine Wheel","J W Baker","$15","Painting","https://render.fineartamerica.com/images/rendered/search/print/images-medium-5/medicine-wheel-j-w-baker.jpg"
"2766","The Struggle","Darwin Leon","$750","Original","https://render.fineartamerica.com/images/rendered/search/print/images/artworkimages/medium/1/the-struggle-darwin-leon.jpg"
"2767","Scarface Lion","Robert Foster","$22","Painting","https://render.fineartamerica.com/images/rendered/search/print/images-medium-5/scarface-lion-robert-foster.jpg"
"2768","Daydreaming","Sue  Darius","$3,200","Original","https://render.fineartamerica.com/images/rendered/search/print/images-medium-5/daydreaming-sue-darius.jpg"
"2769","Happiness In Perpetuity","Paul Bond","$17","Painting","https://render.fineartamerica.com/images/rendered/search/print/images/artworkimages/medium/1/happiness-in-perpetuity-paul-bond.jpg"
"2770","Martini Night","Toni Grote","$1,700,000","Original","https://render.fineartamerica.com/images/rendered/search/print/images/artworkimages/medium/1/martini-night-toni-grote.jpg"
"2771","Alien Pirates","Murphy Elliott","$22","Print","https://render.fineartamerica.com/images/rendered/search/print/images-medium-5/1-alien-pirates-murphy-elliott.jpg"
"2772","Venus De Milo","Christy  Freeman","$150","Original","https://render.fineartamerica.com/images/rendered/search/print/images/artworkimages/medium/1/venus-de-milo-christy-freeman.jpg"
"2773","Effulgent October","Johnathan Harris","$50","Painting","https://render.fineartamerica.com/images/rendered/search/print/images/artworkimages/medium/1/effulgent-october-johnathan-harris.jpg"
"2774","Jazz Ray Duet","Yuriy Shevchuk","$27","Painting","https://render.fineartamerica.com/images/rendered/search/print/images/artworkimages/medium/1/jazz-ray-duet-yuriy-shevchuk.jpg"
"2775","Heart Peace Mandala","Cheryl Fox","$17","Painting","https://render.fineartamerica.com/images/rendered/search/print/images/artworkimages/medium/1/heart-peace-mandala-cheryl-fox.jpg"
"2776","Jazz Guitarist","Yuriy Shevchuk","$27","Painting","https://render.fineartamerica.com/images/rendered/search/print/images/artworkimages/medium/1/-jazz-guitarist-yuriy-shevchuk.jpg"
"2777","Jazz  Ray Song","Yuriy Shevchuk","$27","Painting","https://render.fineartamerica.com/images/rendered/search/print/images/artworkimages/medium/1/jazz-ray-song-yuriy-shevchuk.jpg"
"2778","Dragonfly Diner","Carol Sweetwood","$27","Painting","https://render.fineartamerica.com/images/rendered/search/print/images-medium-5/dragonfly-diner-carol-sweetwood.jpg"
"2779","Bonhomme Richard Engaging The Serapis In Battle","Paul Walsh","$32","Painting","https://render.fineartamerica.com/images/rendered/search/print/images/artworkimages/medium/1/bonhomme-richard-engaging-the-serapis-in-battle-paul-walsh.jpg"
"2780","Elysium","Steve Mitchell","$18","Painting","https://render.fineartamerica.com/images/rendered/search/print/images/artworkimages/medium/1/elysium-steve-mitchell.jpg"
"2781","Rapture And The Ecstasea","Patrick Anthony Pierson","$2,495","Original","https://render.fineartamerica.com/images/rendered/search/print/images/artworkimages/medium/1/rapture-and-the-ecstasea-patrick-anthony-pierson.jpg"
"2782","Great Dane Dog Portrait","Svetlana Novikova","$24","Painting","https://render.fineartamerica.com/images/rendered/search/print/images/artworkimages/medium/1/great-dane-dog-portrait-svetlana-novikova.jpg"
"2783","Lock And Load","Mary Leslie","$22","Painting","https://render.fineartamerica.com/images/rendered/search/print/images/artworkimages/medium/1/lock-and-load-mary-leslie.jpg"
"2784","Early Evening Paddle Aka Paddle Muskoka","Kenneth M  Kirsch","$5,500","Original","https://render.fineartamerica.com/images/rendered/search/print/images-medium-5/early-evening-paddle-kenneth-m-kirsch.jpg"
"2785","Little Village By Madart","Megan Duncanson","$17","Painting","https://render.fineartamerica.com/images/rendered/search/print/images/artworkimages/medium/1/little-village-by-madart-madart.jpg"
"2786","Two Hearts","Charlene Zatloukal","$22","Painting","https://render.fineartamerica.com/images/rendered/search/print/images/artworkimages/medium/1/two-hearts-charlene-murray-zatloukal.jpg"
"2787","Ice Cold Lips","Paul Horton","$540","Original","https://render.fineartamerica.com/images/rendered/search/print/images-medium-5/ice-cold-lips-paul-horton.jpg"
"2788","Mi Caballo 2","Jeff Barrett","$18","Painting","https://render.fineartamerica.com/images/rendered/search/print/images-medium-5/mi-caballo-2-jeff-barrett.jpg"
"2789","Chaos Theory","Natalie Roberts","$37","Painting","https://render.fineartamerica.com/images/rendered/search/print/images/artworkimages/medium/1/chaos-theory-natalie-roberts.jpg"
"2790","Eiffel Tower Yellow Black And Red","Robyn Saunders","$4,000","Original","https://render.fineartamerica.com/images/rendered/search/print/images-medium-5/eiffel-tower-yellow-black-and-red-robyn-saunders.jpg"
"2791","Venezia Al Tramonto","Guido Borelli","$3,800","Original","https://render.fineartamerica.com/images/rendered/search/print/images/artworkimages/medium/1/venezia-al-tramonto-guido-borelli.jpg"
"2792","Jazz Rock Guitarist Stone Temple Pilots","Yuriy Shevchuk","$27","Painting","https://render.fineartamerica.com/images/rendered/search/print/images/artworkimages/medium/1/jazz-rock-guitarist-stone-temple-pilots-yuriy-shevchuk.jpg"
"2793","Peacock Pegasus","Melissa A Benson","$1,200","Original","https://render.fineartamerica.com/images/rendered/search/print/images/artworkimages/medium/1/peacock-pegasus-melissa-a-benson.jpg"
"2794","Blue Eyes","Ilir Pojani","$22","Painting","https://render.fineartamerica.com/images/rendered/search/print/images-medium-5/blue-eyes-ipalbus-art.jpg"
"2795","La Familia","Shannon Grissom","$5,100","Original","https://render.fineartamerica.com/images/rendered/search/print/images/artworkimages/medium/1/la-familia-shannon-grissom.jpg"
"2796","Fargesia Victualia","Patricia Van Lubeck","$20","Painting","https://render.fineartamerica.com/images/rendered/search/print/images/artworkimages/medium/1/fargesia-victualia-patricia-van-lubeck.jpg"
"2797","Rogue","T Ezell","$7,500","Original","https://render.fineartamerica.com/images/rendered/search/print/images/artworkimages/medium/1/rogue-t-ezell.jpg"
"2798","The Human Cannonball...","Will Bullas","$4,750","Original","https://render.fineartamerica.com/images/rendered/search/print/images-medium-5/the-human-cannonball-will-bullas.jpg"
"2799","Springbok","James W Johnson","$22","Painting","https://render.fineartamerica.com/images/rendered/search/print/images-medium-5/springbok-james-w-johnson.jpg"
"2800","Grain Tower - II","Scott Kirby","$22","Painting","https://render.fineartamerica.com/images/rendered/search/print/images-medium-5/grain-tower-ii-scott-kirby.jpg"
"2801","School In The Tallgrass","Scott Kirby","$22","Painting","https://render.fineartamerica.com/images/rendered/search/print/images-medium-5/school-in-the-tallgrass-scott-kirby.jpg"
"2802","Do Not Leave Me","Albena Vatcheva","$32","Painting","https://render.fineartamerica.com/images/rendered/search/print/images-medium-5/do-not-leave-me-albena-vatcheva.jpg"
"2803","Romance","Bryan Ubaghs","$22","Painting","https://render.fineartamerica.com/images/rendered/search/print/images-medium-5/obvious-romance-bryan-ubaghs.jpg"
"2804","Urban Vertigo","Eva Folks","$48","Painting","https://render.fineartamerica.com/images/rendered/search/print/images/artworkimages/medium/1/urban-vertigo-eva-folks.jpg"
"2805","On The Vine","Darice Machel McGuire","$37","Painting","https://render.fineartamerica.com/images/rendered/search/print/images-medium-5/on-the-vine-darice-machel-mcguire.jpg"
"2806","Mirror Mirror On The Wall","Jeffrey Kolker","$27","Painting","https://render.fineartamerica.com/images/rendered/search/print/images/artworkimages/medium/1/mirror-mirror-on-the-wall-jeff-kolker.jpg"
"2807","Catamount","Sandi Baker","$22","Painting","https://render.fineartamerica.com/images/rendered/search/print/images/artworkimages/medium/1/catamount-sandi-baker.jpg"
"2808","Spacegirl","Ken Meyer","$15","Painting","https://render.fineartamerica.com/images/rendered/search/print/images/artworkimages/medium/1/spacegirl-ken-meyer-jr.jpg"
"2809","Jealous Othello","Georgiana Romanovna","$22","Painting","https://render.fineartamerica.com/images/rendered/search/print/images-medium-5/jealous-othello-zeana-romanovna.jpg"
"2810","Autumn Queen","Cristina McAllister","$24","Painting","https://render.fineartamerica.com/images/rendered/search/print/images/artworkimages/medium/1/autumn-queen-cristina-mcallister.jpg"
"2811","Jazz Saxophonist John Coltrane Yellow","Yuriy Shevchuk","$27","Painting","https://render.fineartamerica.com/images/rendered/search/print/images-medium-5/jazz-saxophonist-john-coltrane-yellow-yuriy-shevchuk.jpg"
"2812","Blue Buddha","Gayle Utter","$56","Painting","https://render.fineartamerica.com/images/rendered/search/print/images-medium-5/blue-buddha-gayle-utter.jpg"
"2813","New Orleans Bourbon Street","Debra Hurd","$18","Painting","https://render.fineartamerica.com/images/rendered/search/print/images/artworkimages/medium/1/new-orleans-bourbon-street-debra-hurd.jpg"
"2814","Halloween Cat","Anastasiya Malakhova","$27","Painting","https://render.fineartamerica.com/images/rendered/search/print/images-medium-5/halloween-cat-anastasiya-malakhova.jpg"
"2815","Iranian Man","Portraits By NC","$27","Painting","https://fineartamerica.com/images/rendered/search/print/images/artworkimages/medium/1/iranian-man-enzie-shahmiri.jpg"
"2816","Blue Pop President Barack Obama","Nannette Harris","$22","Painting","https://fineartamerica.com/images/rendered/search/print/images/artworkimages/medium/1/blue-pop-president-barack-obama-nannette-harris.jpg"
"2817","Listperson IIi","Patricia Allingham Carlson","$22","Painting","https://render.fineartamerica.com/images/rendered/search/print/images-medium-5/listperson-iii-patricia-allingham-carlson.jpg"
"2818","They Belong To Soul","Tai Taeoalii","$17","Painting","https://render.fineartamerica.com/images/rendered/search/print/images/artworkimages/medium/1/they-belong-to-soul-iosua-tai-taeoalii.jpg"
"2819","Turtle Dreams","Angie Hamlin","$22","Painting","https://render.fineartamerica.com/images/rendered/search/print/images/artworkimages/medium/1/1-turtle-dreams-angie-hamlin.jpg"
"2820","Paradise Found","Amy Vangsgard","$22","Painting","https://render.fineartamerica.com/images/rendered/search/print/images-medium-5/paradise-found-amy-vangsgard.jpg"
"2821","Early Crop","Allan P Friedlander","$67","Painting","https://render.fineartamerica.com/images/rendered/search/print/images-medium-5/early-crop-allan-p-friedlander.jpg"
"2822","Idontcareanymore","Pauline Lim","$650","Original","https://render.fineartamerica.com/images/rendered/search/print/images/artworkimages/medium/1/idontcareanymore-pauline-lim.jpg"
"2823","Glass With Melting Fork","Melissa A Benson","$22","Painting","https://render.fineartamerica.com/images/rendered/search/print/images/artworkimages/medium/1/glass-with-melting-fork-melissa-a-benson.jpg"
"2824","Bicycle","Lolita Bronzini","$22","Painting","https://render.fineartamerica.com/images/rendered/search/print/images/artworkimages/medium/1/bicycle-lolita-bronzini.jpg"
"2825","Zombie Nurse","Abril Andrade Griffith","$23","Painting","https://render.fineartamerica.com/images/rendered/search/print/images/artworkimages/medium/1/zombie-nurse-abril-andrade-griffith.jpg"
"2826","The Blue Dog Of Sandestin","Robin Wiesneth","$22","Painting","https://render.fineartamerica.com/images/rendered/search/print/images/artworkimages/medium/1/the-blue-dog-of-sandestin-robin-wiesneth.jpg"
"2827","American Rover At Waterside","Vic Delnore","$90","Original","https://render.fineartamerica.com/images/rendered/search/print/images/artworkimages/medium/1/american-rover-at-waterside-v-e-delnore.jpg"
"2828","Feline Face 1","Elena Kolotusha","$22","Painting","https://render.fineartamerica.com/images/rendered/search/print/images/artworkimages/medium/1/feline-face-1-elena-kolotusha.jpg"
"2829","Daydreaming","Iglika Milcheva-Godfrey","$200","Original","https://render.fineartamerica.com/images/rendered/search/print/images/artworkimages/medium/1/daydreaming-iglika-milcheva-godfrey.jpg"
"2830","Bengali II","Lawrence Supino","$20","Painting","https://render.fineartamerica.com/images/rendered/search/print/images/artworkimages/medium/1/bengali-ii-lawrence-supino.jpg"
"2831","Elvis 24 1970","Rob De Vries","$22","Painting","https://render.fineartamerica.com/images/rendered/search/print/images-medium-5/elvis-24-1970-rob-de-vries.jpg"
"2832","Zebra Eye","Ilse Kleyn","$31","Painting","https://render.fineartamerica.com/images/rendered/search/print/images/artworkimages/medium/1/zebra-eye-ilse-kleyn.jpg"
"2833","Smokin Guitar Man","Texas Tim Webb","$4,500","Original","https://fineartamerica.com/images/rendered/search/print/images/artworkimages/medium/1/smokin-guitar-man-texas-tim-webb.jpg"
"2834","Young Man In Black","Gary  Hernandez","$22","Painting","https://render.fineartamerica.com/images/rendered/search/print/images-medium-5/young-man-in-black-gary-hernandez.jpg"
"2835","Mussel Shell","Paul Gaj","$32","Painting","https://render.fineartamerica.com/images/rendered/search/print/images/artworkimages/medium/1/mussel-shell-paul-gaj.jpg"
"2836","On The Conquer For Land","Darwin Leon","$67","Painting","https://render.fineartamerica.com/images/rendered/search/print/images/artworkimages/medium/1/on-the-conquer-for-land-darwin-leon.jpg"
"2837","Two For The Blues","Thomas Andersen","$17","Painting","https://render.fineartamerica.com/images/rendered/search/print/images/artworkimages/medium/1/two-for-the-blues-thomas-andersen.jpg"
"2838","The Adam-eve Delusion","Darwin Leon","$22","Painting","https://render.fineartamerica.com/images/rendered/search/print/images/artworkimages/medium/1/the-adam-eve-delusion-darwin-leon.jpg"
"2839","Kurt Cobain Tormented","Brad Jensen","$27","Painting","https://render.fineartamerica.com/images/rendered/search/print/images-medium-5/kurt-cobain-tormented-brad-jensen.jpg"
"2840","Through My Underwater Front Window","Liduine Bekman","$24","Print","https://render.fineartamerica.com/images/rendered/search/print/images/artworkimages/medium/1/through-my-underwater-front-window-liduine-bekman.jpg"
"2841","Funky Hat","Portraits By NC","$2,000","Original","https://render.fineartamerica.com/images/rendered/search/print/images/artworkimages/medium/1/funky-hat-enzie-shahmiri.jpg"
"2842","Cheval Arabe Monte En Action","Josette SPIAGGIA","$52","Print","https://fineartamerica.com/images/rendered/search/print/images/artworkimages/medium/1/cheval-arabe-monte-en-action-josette-spiaggia.jpg"
"2843","Admiral Bird","Tim Nyberg","$680","Original","https://render.fineartamerica.com/images/rendered/search/print/images/artworkimages/medium/1/admiral-bird-tim-nyberg.jpg"
"2844","Melodica Mouth","Tim Nyberg","$52","Painting","https://render.fineartamerica.com/images/rendered/search/print/images/artworkimages/medium/1/melodica-mouth-tim-nyberg.jpg"
"2845","I Love Moo Original Madart Painting","Megan Duncanson","$17","Painting","https://render.fineartamerica.com/images/rendered/search/print/images/artworkimages/medium/1/i-love-moo-original-madart-painting-madart.jpg"
"2846","Dragon","Morgan Fitzsimons","$22","Painting","https://render.fineartamerica.com/images/rendered/search/print/images/artworkimages/medium/1/dragon-morgan-fitzsimons.jpg"
"2847","Cosmo","Pat Saunders-White","$49","Painting","https://render.fineartamerica.com/images/rendered/search/print/images/artworkimages/medium/1/cosmo-pat-saunders-white------.jpg"
"2848","Five Past Six At The Mecca Cafe","Doug Strickland","$22","Painting","https://fineartamerica.com/images/rendered/search/print/images/artworkimages/medium/1/five-past-six-at-the-mecca-cafe-doug-strickland.jpg"
"2849","Bijin","C G Rhine","$100","Painting","https://render.fineartamerica.com/images/rendered/search/print/images/artworkimages/medium/1/bijin-c-g-rhine.jpg"
"2850","Georgie","Pat Saunders-White","$49","Painting","https://render.fineartamerica.com/images/rendered/search/print/images/artworkimages/medium/1/georgie-pat-saunders-white------.jpg"
"2851","Early Morning","Arline Wagner","$27","Painting","https://render.fineartamerica.com/images/rendered/search/print/images/artworkimages/medium/1/early-morning-arline-wagner.jpg"
"2852","Wc Story","Kestutis Kasparavicius","$22","Painting","https://render.fineartamerica.com/images/rendered/search/print/images/artworkimages/medium/1/wc-story-kestutis-kasparavicius.jpg"
"2853","Backwoods Duel","Ruben Duran","$2,000","Original","https://render.fineartamerica.com/images/rendered/search/print/images-medium-5/2-backwoods-duel-ruben-duran.jpg"
"2854","King P234","Howard Dubois","$27","Painting","https://fineartamerica.com/images/rendered/search/print/images/artworkimages/medium/1/king-p234-howard-dubois.jpg"
"2855","M25","Dave Coleman","$98","Painting","https://render.fineartamerica.com/images/rendered/search/print/images-medium-5/m25-dave-coleman.jpg"
"2856","Populus Flucta","Patricia Van Lubeck","$20","Painting","https://render.fineartamerica.com/images/rendered/search/print/images/artworkimages/medium/1/populus-flucta-patricia-van-lubeck.jpg"
"2857","Insight","Carey Muhammad","$13","Painting","https://render.fineartamerica.com/images/rendered/search/print/images-medium-5/insight-carey-muhammad.jpg"
"2858","Kiss On The Nose","Michelle Spiziri","$225","Original","https://render.fineartamerica.com/images/rendered/search/print/images/artworkimages/medium/1/kiss-on-the-nose-michelle-spiziri.jpg"
"2859","Acorns","Michelle Spiziri","$1,200","Original","https://render.fineartamerica.com/images/rendered/search/print/images/artworkimages/medium/1/acorns-michelle-spiziri.jpg"
"2860","Reflections Of A Diner","William  Brody","$22","Painting","https://render.fineartamerica.com/images/rendered/search/print/images/artworkimages/medium/1/reflections-of-a-diner-william-brody.jpg"
