"","Artista","Nombre_Obra","Precio","Año","Galeria","Imagen","Medio"
"1922","Curtis Ripley","Nightfall #9","7,500 US$","2017","William Turner Gallery","http://images.artnet.com/artwork_images_119685_1126567_resize_curtis-ripley.asp?width=130&maxheight=130","pintura"
"19322","Knowledge Bennett","Share a Coke Trinity","7,500 US$","2016","Roman Fine Art","http://images.artnet.com/artwork_images_425937031_1119103_resize_knowledge-bennett.asp?width=130&maxheight=130","pintura"
"19421","Knowledge Bennett","MARILYN BPW","7,500 US$","2017","Roman Fine Art","http://images.artnet.com/artwork_images_425937031_1119966_resize_knowledge-bennett.asp?width=130&maxheight=130","pintura"
"1953","Elisabeth McBrien","Swimming Pool","7,500 US$","2015","New York Academy of Art","http://images.artnet.com/artwork_images_425883860_1041096_resize_elisabeth-mcbrien.asp?width=130&maxheight=130","pintura"
"1963","Knowledge Bennett","Marilyn","7,500 US$","2017","Roman Fine Art","http://images.artnet.com/artwork_images_425937031_1118698_resize_knowledge-bennett.asp?width=130&maxheight=130","pintura"
"1973","Knowledge Bennett","MARILYN RGW","7,500 US$","2017","Roman Fine Art","http://images.artnet.com/artwork_images_425937031_1119972_resize_knowledge-bennett.asp?width=130&maxheight=130","pintura"
"1986","Rex Yuasa","F.R.P.P.12-2","7,500 US$","2012","William Turner Gallery","http://images.artnet.com/artwork_images_119685_1044089_resize_rex-yuasa.asp?width=130&maxheight=130","pintura"
"1994","Rex Yuasa","F.P.G.P.0.2","7,500 US$","2012","William Turner Gallery","http://images.artnet.com/artwork_images_119685_1044084_resize_rex-yuasa.asp?width=130&maxheight=130","pintura"
"2006","Rex Yuasa","F.P.L.R.1","7,500 US$","2012","William Turner Gallery","http://images.artnet.com/artwork_images_119685_1044087_resize_rex-yuasa.asp?width=130&maxheight=130","pintura"
"2018","Pascal Lièvre","Pierodelle Francesca: The Bathem","7,500 US$","2004","Art Statements","http://images.artnet.com/artwork_images_424335412_263809_resize_pascal-lievre.asp?width=130&maxheight=130","pintura"
"2021","Mort Künstler","Flag and Union Imperiled","7,500 US$","circa 1978","The Illustrated Gallery","http://images.artnet.com/artwork_images_425936119_1071155_resize_mort-kunstler.asp?width=130&maxheight=130","pintura"
"2034","Curtis Ripley","California Nocturne","7,500 US$","2016","William Turner Gallery","http://images.artnet.com/artwork_images_119685_1054197_resize_curtis-ripley.asp?width=130&maxheight=130","pintura"
"2042","Curtis Ripley","Nightfall #9","7,500 US$","2017","William Turner Gallery","http://images.artnet.com/artwork_images_119685_1126567_resize_curtis-ripley.asp?width=130&maxheight=130","pintura"
"20522","Knowledge Bennett","Share a Coke Trinity","7,500 US$","2016","Roman Fine Art","http://images.artnet.com/artwork_images_425937031_1119103_resize_knowledge-bennett.asp?width=130&maxheight=130","pintura"
"2062","Knowledge Bennett","MARILYN BPW","7,500 US$","2017","Roman Fine Art","http://images.artnet.com/artwork_images_425937031_1119966_resize_knowledge-bennett.asp?width=130&maxheight=130","pintura"
"2073","Elisabeth McBrien","Swimming Pool","7,500 US$","2015","New York Academy of Art","http://images.artnet.com/artwork_images_425883860_1041096_resize_elisabeth-mcbrien.asp?width=130&maxheight=130","pintura"
"20831","Knowledge Bennett","Marilyn","7,500 US$","2017","Roman Fine Art","http://images.artnet.com/artwork_images_425937031_1118698_resize_knowledge-bennett.asp?width=130&maxheight=130","pintura"
"2093","Knowledge Bennett","MARILYN RGW","7,500 US$","2017","Roman Fine Art","http://images.artnet.com/artwork_images_425937031_1119972_resize_knowledge-bennett.asp?width=130&maxheight=130","pintura"
"2109","Rex Yuasa","F.R.P.P.12-2","7,500 US$","2012","William Turner Gallery","http://images.artnet.com/artwork_images_119685_1044089_resize_rex-yuasa.asp?width=130&maxheight=130","pintura"
"2116","Rex Yuasa","F.P.G.P.0.2","7,500 US$","2012","William Turner Gallery","http://images.artnet.com/artwork_images_119685_1044084_resize_rex-yuasa.asp?width=130&maxheight=130","pintura"
"2126","Rex Yuasa","F.P.L.R.1","7,500 US$","2012","William Turner Gallery","http://images.artnet.com/artwork_images_119685_1044087_resize_rex-yuasa.asp?width=130&maxheight=130","pintura"
"2133","Pascal Lièvre","Pierodelle Francesca: The Bathem","7,500 US$","2004","Art Statements","http://images.artnet.com/artwork_images_424335412_263809_resize_pascal-lievre.asp?width=130&maxheight=130","pintura"
"21411","Mort Künstler","Flag and Union Imperiled","7,500 US$","circa 1978","The Illustrated Gallery","http://images.artnet.com/artwork_images_425936119_1071155_resize_mort-kunstler.asp?width=130&maxheight=130","pintura"
"2154","Curtis Ripley","California Nocturne","7,500 US$","2016","William Turner Gallery","http://images.artnet.com/artwork_images_119685_1054197_resize_curtis-ripley.asp?width=130&maxheight=130","pintura"
"2162","Curtis Ripley","Nightfall #9","7,500 US$","2017","William Turner Gallery","http://images.artnet.com/artwork_images_119685_1126567_resize_curtis-ripley.asp?width=130&maxheight=130","pintura"
"21722","Knowledge Bennett","Share a Coke Trinity","7,500 US$","2016","Roman Fine Art","http://images.artnet.com/artwork_images_425937031_1119103_resize_knowledge-bennett.asp?width=130&maxheight=130","pintura"
"21821","Knowledge Bennett","MARILYN BPW","7,500 US$","2017","Roman Fine Art","http://images.artnet.com/artwork_images_425937031_1119966_resize_knowledge-bennett.asp?width=130&maxheight=130","pintura"
"2193","Elisabeth McBrien","Swimming Pool","7,500 US$","2015","New York Academy of Art","http://images.artnet.com/artwork_images_425883860_1041096_resize_elisabeth-mcbrien.asp?width=130&maxheight=130","pintura"
"22031","Knowledge Bennett","Marilyn","7,500 US$","2017","Roman Fine Art","http://images.artnet.com/artwork_images_425937031_1118698_resize_knowledge-bennett.asp?width=130&maxheight=130","pintura"
"2213","Knowledge Bennett","MARILYN RGW","7,500 US$","2017","Roman Fine Art","http://images.artnet.com/artwork_images_425937031_1119972_resize_knowledge-bennett.asp?width=130&maxheight=130","pintura"
"2226","Rex Yuasa","F.R.P.P.12-2","7,500 US$","2012","William Turner Gallery","http://images.artnet.com/artwork_images_119685_1044089_resize_rex-yuasa.asp?width=130&maxheight=130","pintura"
"2234","Rex Yuasa","F.P.G.P.0.2","7,500 US$","2012","William Turner Gallery","http://images.artnet.com/artwork_images_119685_1044084_resize_rex-yuasa.asp?width=130&maxheight=130","pintura"
"2246","Rex Yuasa","F.P.L.R.1","7,500 US$","2012","William Turner Gallery","http://images.artnet.com/artwork_images_119685_1044087_resize_rex-yuasa.asp?width=130&maxheight=130","pintura"
"22531","Pascal Lièvre","Pierodelle Francesca: The Bathem","7,500 US$","2004","Art Statements","http://images.artnet.com/artwork_images_424335412_263809_resize_pascal-lievre.asp?width=130&maxheight=130","pintura"
"2261","Mort Künstler","Flag and Union Imperiled","7,500 US$","circa 1978","The Illustrated Gallery","http://images.artnet.com/artwork_images_425936119_1071155_resize_mort-kunstler.asp?width=130&maxheight=130","pintura"
"2274","Curtis Ripley","California Nocturne","7,500 US$","2016","William Turner Gallery","http://images.artnet.com/artwork_images_119685_1054197_resize_curtis-ripley.asp?width=130&maxheight=130","pintura"
"2282","Curtis Ripley","Nightfall #9","7,500 US$","2017","William Turner Gallery","http://images.artnet.com/artwork_images_119685_1126567_resize_curtis-ripley.asp?width=130&maxheight=130","pintura"
"22922","Knowledge Bennett","Share a Coke Trinity","7,500 US$","2016","Roman Fine Art","http://images.artnet.com/artwork_images_425937031_1119103_resize_knowledge-bennett.asp?width=130&maxheight=130","pintura"
"2302","Knowledge Bennett","MARILYN BPW","7,500 US$","2017","Roman Fine Art","http://images.artnet.com/artwork_images_425937031_1119966_resize_knowledge-bennett.asp?width=130&maxheight=130","pintura"
"2316","Elisabeth McBrien","Swimming Pool","7,500 US$","2015","New York Academy of Art","http://images.artnet.com/artwork_images_425883860_1041096_resize_elisabeth-mcbrien.asp?width=130&maxheight=130","pintura"
"23231","Knowledge Bennett","Marilyn","7,500 US$","2017","Roman Fine Art","http://images.artnet.com/artwork_images_425937031_1118698_resize_knowledge-bennett.asp?width=130&maxheight=130","pintura"
"2333","Knowledge Bennett","MARILYN RGW","7,500 US$","2017","Roman Fine Art","http://images.artnet.com/artwork_images_425937031_1119972_resize_knowledge-bennett.asp?width=130&maxheight=130","pintura"
"2346","Rex Yuasa","F.R.P.P.12-2","7,500 US$","2012","William Turner Gallery","http://images.artnet.com/artwork_images_119685_1044089_resize_rex-yuasa.asp?width=130&maxheight=130","pintura"
"2354","Rex Yuasa","F.P.G.P.0.2","7,500 US$","2012","William Turner Gallery","http://images.artnet.com/artwork_images_119685_1044084_resize_rex-yuasa.asp?width=130&maxheight=130","pintura"
"2366","Rex Yuasa","F.P.L.R.1","7,500 US$","2012","William Turner Gallery","http://images.artnet.com/artwork_images_119685_1044087_resize_rex-yuasa.asp?width=130&maxheight=130","pintura"
"2373","Pascal Lièvre","Pierodelle Francesca: The Bathem","7,500 US$","2004","Art Statements","http://images.artnet.com/artwork_images_424335412_263809_resize_pascal-lievre.asp?width=130&maxheight=130","pintura"
"23811","Mort Künstler","Flag and Union Imperiled","7,500 US$","circa 1978","The Illustrated Gallery","http://images.artnet.com/artwork_images_425936119_1071155_resize_mort-kunstler.asp?width=130&maxheight=130","pintura"
"2394","Curtis Ripley","California Nocturne","7,500 US$","2016","William Turner Gallery","http://images.artnet.com/artwork_images_119685_1054197_resize_curtis-ripley.asp?width=130&maxheight=130","pintura"
"2402","Curtis Ripley","Nightfall #9","7,500 US$","2017","William Turner Gallery","http://images.artnet.com/artwork_images_119685_1126567_resize_curtis-ripley.asp?width=130&maxheight=130","pintura"
"2413","Knowledge Bennett","Share a Coke Trinity","7,500 US$","2016","Roman Fine Art","http://images.artnet.com/artwork_images_425937031_1119103_resize_knowledge-bennett.asp?width=130&maxheight=130","pintura"
"2422","Knowledge Bennett","MARILYN BPW","7,500 US$","2017","Roman Fine Art","http://images.artnet.com/artwork_images_425937031_1119966_resize_knowledge-bennett.asp?width=130&maxheight=130","pintura"
"2433","Elisabeth McBrien","Swimming Pool","7,500 US$","2015","New York Academy of Art","http://images.artnet.com/artwork_images_425883860_1041096_resize_elisabeth-mcbrien.asp?width=130&maxheight=130","pintura"
"24431","Knowledge Bennett","Marilyn","7,500 US$","2017","Roman Fine Art","http://images.artnet.com/artwork_images_425937031_1118698_resize_knowledge-bennett.asp?width=130&maxheight=130","pintura"
"2453","Knowledge Bennett","MARILYN RGW","7,500 US$","2017","Roman Fine Art","http://images.artnet.com/artwork_images_425937031_1119972_resize_knowledge-bennett.asp?width=130&maxheight=130","pintura"
"2466","Rex Yuasa","F.R.P.P.12-2","7,500 US$","2012","William Turner Gallery","http://images.artnet.com/artwork_images_119685_1044089_resize_rex-yuasa.asp?width=130&maxheight=130","pintura"
"2474","Rex Yuasa","F.P.G.P.0.2","7,500 US$","2012","William Turner Gallery","http://images.artnet.com/artwork_images_119685_1044084_resize_rex-yuasa.asp?width=130&maxheight=130","pintura"
"2486","Rex Yuasa","F.P.L.R.1","7,500 US$","2012","William Turner Gallery","http://images.artnet.com/artwork_images_119685_1044087_resize_rex-yuasa.asp?width=130&maxheight=130","pintura"
"24931","Pascal Lièvre","Pierodelle Francesca: The Bathem","7,500 US$","2004","Art Statements","http://images.artnet.com/artwork_images_424335412_263809_resize_pascal-lievre.asp?width=130&maxheight=130","pintura"
"25011","Mort Künstler","Flag and Union Imperiled","7,500 US$","circa 1978","The Illustrated Gallery","http://images.artnet.com/artwork_images_425936119_1071155_resize_mort-kunstler.asp?width=130&maxheight=130","pintura"
"2515","Curtis Ripley","California Nocturne","7,500 US$","2016","William Turner Gallery","http://images.artnet.com/artwork_images_119685_1054197_resize_curtis-ripley.asp?width=130&maxheight=130","pintura"
"2522","Curtis Ripley","Nightfall #9","7,500 US$","2017","William Turner Gallery","http://images.artnet.com/artwork_images_119685_1126567_resize_curtis-ripley.asp?width=130&maxheight=130","pintura"
"25321","Knowledge Bennett","Share a Coke Trinity","7,500 US$","2016","Roman Fine Art","http://images.artnet.com/artwork_images_425937031_1119103_resize_knowledge-bennett.asp?width=130&maxheight=130","pintura"
"2542","Knowledge Bennett","MARILYN BPW","7,500 US$","2017","Roman Fine Art","http://images.artnet.com/artwork_images_425937031_1119966_resize_knowledge-bennett.asp?width=130&maxheight=130","pintura"
"2553","Elisabeth McBrien","Swimming Pool","7,500 US$","2015","New York Academy of Art","http://images.artnet.com/artwork_images_425883860_1041096_resize_elisabeth-mcbrien.asp?width=130&maxheight=130","pintura"
"2563","Knowledge Bennett","Marilyn","7,500 US$","2017","Roman Fine Art","http://images.artnet.com/artwork_images_425937031_1118698_resize_knowledge-bennett.asp?width=130&maxheight=130","pintura"
"2573","Knowledge Bennett","MARILYN RGW","7,500 US$","2017","Roman Fine Art","http://images.artnet.com/artwork_images_425937031_1119972_resize_knowledge-bennett.asp?width=130&maxheight=130","pintura"
"2586","Rex Yuasa","F.R.P.P.12-2","7,500 US$","2012","William Turner Gallery","http://images.artnet.com/artwork_images_119685_1044089_resize_rex-yuasa.asp?width=130&maxheight=130","pintura"
"2594","Rex Yuasa","F.P.G.P.0.2","7,500 US$","2012","William Turner Gallery","http://images.artnet.com/artwork_images_119685_1044084_resize_rex-yuasa.asp?width=130&maxheight=130","pintura"
"2606","Rex Yuasa","F.P.L.R.1","7,500 US$","2012","William Turner Gallery","http://images.artnet.com/artwork_images_119685_1044087_resize_rex-yuasa.asp?width=130&maxheight=130","pintura"
"2614","Pascal Lièvre","Pierodelle Francesca: The Bathem","7,500 US$","2004","Art Statements","http://images.artnet.com/artwork_images_424335412_263809_resize_pascal-lievre.asp?width=130&maxheight=130","pintura"
"26211","Mort Künstler","Flag and Union Imperiled","7,500 US$","circa 1978","The Illustrated Gallery","http://images.artnet.com/artwork_images_425936119_1071155_resize_mort-kunstler.asp?width=130&maxheight=130","pintura"
"2634","Curtis Ripley","California Nocturne","7,500 US$","2016","William Turner Gallery","http://images.artnet.com/artwork_images_119685_1054197_resize_curtis-ripley.asp?width=130&maxheight=130","pintura"
"2642","Curtis Ripley","Nightfall #9","7,500 US$","2017","William Turner Gallery","http://images.artnet.com/artwork_images_119685_1126567_resize_curtis-ripley.asp?width=130&maxheight=130","pintura"
"26521","Knowledge Bennett","Share a Coke Trinity","7,500 US$","2016","Roman Fine Art","http://images.artnet.com/artwork_images_425937031_1119103_resize_knowledge-bennett.asp?width=130&maxheight=130","pintura"
"26621","Knowledge Bennett","MARILYN BPW","7,500 US$","2017","Roman Fine Art","http://images.artnet.com/artwork_images_425937031_1119966_resize_knowledge-bennett.asp?width=130&maxheight=130","pintura"
"2673","Elisabeth McBrien","Swimming Pool","7,500 US$","2015","New York Academy of Art","http://images.artnet.com/artwork_images_425883860_1041096_resize_elisabeth-mcbrien.asp?width=130&maxheight=130","pintura"
"26831","Knowledge Bennett","Marilyn","7,500 US$","2017","Roman Fine Art","http://images.artnet.com/artwork_images_425937031_1118698_resize_knowledge-bennett.asp?width=130&maxheight=130","pintura"
"2693","Knowledge Bennett","MARILYN RGW","7,500 US$","2017","Roman Fine Art","http://images.artnet.com/artwork_images_425937031_1119972_resize_knowledge-bennett.asp?width=130&maxheight=130","pintura"
"2706","Rex Yuasa","F.R.P.P.12-2","7,500 US$","2012","William Turner Gallery","http://images.artnet.com/artwork_images_119685_1044089_resize_rex-yuasa.asp?width=130&maxheight=130","pintura"
